given_name,family_name,date_of_birth,place_of_birth
Elsie,Millar,1880-01-16,Belfast
Sean,Gray,1925-12-06,Clydebank
Harold,Wallace,1927-02-21,Annan
Elsie,Morrison,1868-11-17,Dalbeattie
Daniel,Ross,1863-10-11,West Calder
Ronald,Mitchell,1883-02-24,Ardrossan
Leonard,Millar,1907-09-08,Bangor
Norman,Duncan,1967-10-16,St Andrews
Albert,Munro,1948-02-29,Lerwick
Thomas,Reid,1856-01-20,Forfar
Sean,Wallis,1944-10-26,Clydebank
Kathleen,Latham,1949-12-25,Dundee
Helen,Stewart,1889-02-19,Dalkeith
Henry,Wilson,1931-01-02,Rothesay
Kenneth,Grant,1846-08-24,Peterhead
Albert,Currie,1907-09-11,Glasgow
Jose,Cunningham,1883-08-24,Banbridge
David,Denton,1941-02-15,Newtownards
James,Watt,1953-04-24,Coatbridge
Thirza,Clements,1867-01-17,Downpatrick
Norman,Burns,1958-10-05,Newtownards
Sheila,Bell,1841-01-08,Inverness
Edward,Latham,1848-09-11,Enniskillen
Amos,Latham,1845-10-05,Newry
Ruth,Johnston,1951-12-06,Nairn
Sarah,Sinclair,1967-08-31,Larne
Jane,Smith,1976-10-07,Jedburgh
Betty,Brown,1959-11-02,Musselburgh
Christopher,Dixon,1897-10-16,Dunfermline
Alice,Reid,1907-04-10,Dumbarton
Jane,Hamilton,1886-10-09,Ballymena
Thomas,Wood,1939-02-24,Lanark
Hugh,Hay,1923-01-11,Alloa
Nancy,Duncan,1840-03-05,Aberdeen
Ethel,Johnston,1909-12-22,Port Glasgow
Michael,Morrison,1897-10-20,Dromore
Amos,Wright,1907-07-21,Hamilton
Andrew,Wilson,1885-07-04,Crieff
Andrew,Hutchinson,1940-03-06,Lockerbie
Elsie,Campbell,1955-12-20,Stornoway
Ronald,Gray,1903-08-19,Airdrie
Harold,Allan,1941-01-10,Selkirk
Elsie,Anderson,1959-08-22,Helensburgh
Sheila,Jeffery,1886-12-13,Motherwell
Sean,Jeffery,1990-10-31,Lockerbie
Alexander,Ritchie,1859-08-18,Coatbridge
James,Jones,1884-03-21,Enniskillen
Florence,Fraser,1864-11-29,Falkirk
Dorothy,Watt,1987-03-25,Dumfries
Winifred,Sinclair,1920-09-05,Annan
Sidney,MacDonald,1978-02-18,Linlithgow
Peter,Hay,1905-10-21,Linlithgow
Philip,Denton,1911-05-04,Bridge of Allan
Josephine,Douglas,1879-04-29,Coleraine
Violet,Hamilton,1951-10-28,Stonehaven
Sean,Hopkins,1918-12-16,Bridge of Allan
Thomas,Douglas,1942-11-16,Kirriemuir
Peter,Bennett,1932-01-31,Milngavie
Winifred,Allan,1855-12-18,Belfast
William,Styles,1987-07-06,Huntly
Nellie,Renshaw,1888-09-29,Golspie
Agnes,Latham,1864-11-09,Dromore
Nellie,Martin,1874-02-23,Greenock
Philip,Ross,1841-06-30,Lerwick
John,Clark,1979-09-03,Kilmarnock
Catherine,Paterson,1974-01-06,Aberdeen
John,Wallace,1988-12-31,Coatbridge
Patrick,Hutchinson,1885-10-03,Aberdeen
Florence,Smith,1940-12-19,Ayr
Dorothy,Scott,1949-10-29,Golspie
Peter,Millar,1965-09-24,Coatbridge
Charles,Young,1983-01-20,Linlithgow
Kenneth,Clements,1969-12-18,Stornoway
Edith,Chandler,1903-03-16,Stonehaven
Hilda,Fraser,1936-03-06,Dingwall
Hugh,Duff,1908-09-16,Port Glasgow
Anne,Robertson,1853-08-27,Forfar
Muriel,Doyle,1847-02-07,Helensburgh
Gladys,Kennedy,1986-11-12,Huntly
Hilda,Wright,1863-02-14,Selkirk
Leonard,Joynson,1918-12-25,Selkirk
Beatrice,Denton,1951-11-22,Keith
Elsie,Grant,1903-10-08,Kelso
Doris,Stevenson,1875-11-25,Kelso
Donald,Young,1875-07-19,Invergordon
Betty,Mitchell,1970-08-07,Dumbarton
Iris,Kerr,1983-10-21,Strabane
Joseph,Cunningham,1908-07-18,Blairgowrie
Helen,Taylor,1969-12-18,Milngavie
Helen,Marshall,1841-07-06,Brechin
Elizabeth,Robertson,1919-12-10,Kinross
Florence,Smith,1910-01-20,Elgin
Ethel,Millar,1859-07-31,Bathgate
Edith,Johnston,1900-06-21,Dromore
Thomas,Denton,1887-07-05,Stirling
Stanley,Barth,1977-01-27,Dundee
Ronald,Murray,1945-08-13,Airdrie
Patrick,Millar,1938-02-09,Dalbeattie
Janet,Ferguson,1976-04-26,Portadown
Sarah,Hopkins,1969-10-16,Huntly
Jean,Allan,1869-03-24,Peebles
Andrew,Millar,1947-01-20,Cookstown
Janet,Walker,1872-04-05,Galashiels
Susan,Scott,1899-06-19,Alloa
Arthur,Wilson,1915-08-31,Annan
Arthur,Styles,1883-11-30,Kelso
Josephine,Taylor,1962-03-24,Carluke
Stanley,Milne,1903-11-04,Ardrossan
David,Milne,1846-07-20,Dumfries
Arthur,Denton,1896-12-17,Londonderry
Peter,Dixon,1879-01-30,Stonehaven
Andrew,Thomson,1846-09-04,Galashiels
Sidney,Hopkins,1954-11-20,Banbridge
Dorothy,MacDonald,1848-10-10,Anstruther
Joseph,Humphreys,1892-05-25,Edinburgh
John,Bell,1989-10-16,Kirriemuir
Frederick,Crawford,1968-09-25,Airdrie
Dorothy,Latham,1916-02-04,Dufftown
Patrick,Marshall,1927-05-09,Forres
Grace,MacDonald,1866-10-15,Forfar
Ethel,Ritchie,1906-11-28,Dungannon
Nellie,Ritchie,1883-04-18,Stornoway
James,Campbell,1867-07-09,Huntly
Helen,Clements,1940-04-18,Lockerbie
Robert,McKay,1856-03-11,Wick
Margaret,Campbell,1928-09-10,Grantown-on-Spey
Philip,Graham,1846-01-11,Perth
Doris,Clark,1851-09-20,Dufftown
Amos,Reid,1892-07-30,Rothesay
Donald,Williamson,1959-05-14,Falkirk
Helen,Molnar,1974-07-16,Forfar
George,Norman,1946-08-20,Bellshill
Edward,Watt,1860-07-15,Haddington
Sheila,Stevenson,1869-12-10,Ardrossan
Samuel,Barth,1975-06-20,Paisley
Violet,Taylor,1946-03-14,Haddington
William,Jones,1928-10-24,Buckie
Agnes,Currie,1935-11-07,Brechin
Elizabeth,Mclaughlan,1884-01-25,Lanark
Mary,Allan,1908-04-21,Kirkwall
Catherine,Ritchie,1859-02-15,Clydebank
Richard,Marshall,1845-12-21,Bangor
Janet,Hyam,1956-12-16,Dalkeith
Olive,Chandler,1854-12-13,Enniskillen
Frederick,Reid,1925-07-10,Strabane
Edward,Anderson,1851-04-07,Lerwick
Amos,Denton,1926-01-15,Inverness
Richard,Campbell,1953-01-17,Peterhead
Christopher,Walker,1903-10-20,Paisley
Ruth,Findlay,1922-10-10,Kilsyth
Ethel,Dixon,1907-02-26,Airdrie
Sidney,Williams,1895-02-20,Lanark
Leonard,Kennedy,1898-03-19,Armagh
Joseph,Graham,1949-10-30,Armagh
James,Wallis,1928-04-08,Lanark
Andrew,Graham,1986-07-12,Peebles
Philip,Chandler,1887-02-27,Coleraine
Thirza,Campbell,1908-09-03,Thurso
John,Young,1938-03-31,Hamilton
Violet,Hopkins,1975-03-11,Lurgan
Florence,Wallace,1873-04-29,Thurso
Helen,Simpson,1873-03-01,Bridge of Allan
Nellie,Clements,1953-09-17,Inverness
Elizabeth,Marshall,1944-07-06,Oban
Nellie,Hyam,1981-04-07,Nairn
Henry,Bruce,1923-05-10,Alloa
Jean,Styles,1953-01-10,Haddington
Edward,Ghillyer,1955-11-23,Newry
Steven,Hamilton,1874-03-07,Keith
Alice,Black,1979-03-06,Anstruther
Michael,Bennett,1878-05-22,Banff
Donald,Humphreys,1864-10-31,Edinburgh
Jean,Thomson,1847-02-28,Stirling
Steven,Ghillyer,1892-12-21,Alloa
Sheila,Denton,1871-04-03,Carluke
Philip,Renshaw,1928-09-01,Invergordon
Betty,Gordon,1863-03-22,West Calder
Kenneth,Chandler,1981-03-11,Carluke
Susan,Scott,1915-09-29,Selkirk
Ethel,Humphreys,1881-04-13,Coleraine
Jose,Black,1985-08-23,Dingwall
Doris,Reid,1942-08-07,Invergordon
Alan,Hay,1923-01-16,Kirkcaldy
William,Murray,1969-10-20,Cupar
Olive,MacDonald,1903-02-26,Annan
Joseph,Findlay,1849-08-26,Bellshill
Patrick,Farrow,1935-11-01,Newton Stewart
Frederick,Booth,1937-01-27,Enniskillen
John,Jeffery,1983-07-14,Brechin
Daniel,McKay,1868-11-14,Barrhead
Jane,Venters,1874-09-30,Kelso
Philip,Wright,1985-01-13,Airdrie
Sidney,Thomson,1859-11-18,Ardrossan
Arthur,Watt,1982-04-07,Castle Douglas
Violet,Bentham,1909-05-21,Kirkcaldy
Jose,Simpson,1906-07-08,Golspie
Arthur,Watson,1934-03-12,Peterhead
Alexander,Stevenson,1938-04-05,Airdrie
Kenneth,Marshall,1964-11-11,Inverness
Charles,Allan,1876-01-04,West Calder
Peter,Reid,1918-06-12,Galashiels
George,Hunter,1857-09-13,Kirkintilloch
Winifred,Booth,1922-02-23,Paisley
Agnes,Morrison,1968-06-19,Kilmarnock
Jean,Venters,1850-05-11,Nairn
Frederick,Kennedy,1941-04-18,Musselburgh
Dorothy,Wright,1965-02-09,Omagh
Nancy,Dixon,1973-04-12,Ballymena
Peter,Marshall,1941-12-17,Keith
Frederick,Paterson,1941-10-01,St Andrews
Ethel,Robertson,1987-10-22,Thurso
Catherine,Douglas,1911-06-29,Dungannon
Hugh,Watt,1862-12-14,Buckie
Alexander,Sinclair,1955-02-11,Rothesay
Donald,Henderson,1894-01-21,Glasgow
Mabel,Styles,1922-07-31,Ardrossan
Kathleen,Stewart,1862-12-10,Lerwick
Sidney,Hopkins,1963-01-27,Kirriemuir
Albert,Wood,1958-08-04,Fraserburgh
Violet,Joynson,1990-12-29,Coatbridge
Thomas,Millar,1890-07-19,Arbroath
Janet,Dixon,1943-12-21,Kelso
Ada,Currie,1926-06-05,Crieff
Sarah,Cunningham,1923-10-19,Ardrossan
Josephine,Bruce,1950-05-31,Aberdeen
Jonathan,Reid,1939-04-12,Aberdeen
Jose,Venters,1974-07-04,Kirkwall
Doris,Wood,1858-01-17,Jedburgh
Sheila,Williamson,1940-08-18,Perth
Josephine,Beetham,1896-03-31,Brechin
Sarah,Campbell,1939-02-21,Tillicoultry
Richard,Rogerson,1855-01-31,Hawick
Frederick,Rogerson,1951-03-19,Newry
Jose,Cunningham,1903-05-11,Lockerbie
Arthur,Rogerson,1968-07-23,Ballymena
Harold,Styles,1897-11-04,Port Glasgow
Amos,Milne,1884-08-06,Portadown
Nellie,Renshaw,1970-12-10,Stranraer
Colin,Hutchinson,1983-08-12,Bathgate
Leonard,Renshaw,1865-04-08,Cookstown
Alexander,Mitchell,1990-04-29,Ballymoney
Elsie,Douglas,1929-06-18,Lockerbie
Henry,Watt,1874-01-23,Strabane
Daniel,Henderson,1907-03-24,Dalbeattie
Catherine,Clements,1880-10-27,Musselburgh
Jean,Ghillyer,1955-04-13,Armagh
Jose,Millar,1884-02-01,Campbeltown
Nellie,Stevenson,1971-12-03,Bridge of Allan
Alice,Jones,1917-10-06,Barrhead
Stanley,Mitchell,1950-06-29,Forfar
Kenneth,Allan,1904-01-20,Ardrossan
Albert,Munro,1940-03-19,Dunfermline
James,Brown,1982-01-18,Brechin
Daniel,Farrow,1883-10-07,Lockerbie
Muriel,Hunter,1907-02-22,Ballymena
Betty,Helm,1935-03-16,Ballymena
Elsie,Clark,1887-03-30,Selkirk
Patrick,Hay,1989-08-07,Motherwell
Helen,Grant,1933-12-05,Keith
Kenneth,Doyle,1858-10-03,Haddington
Joseph,Stevenson,1883-05-17,Kirkwall
Iris,Stewart,1871-06-14,Ballymoney
James,Chandler,1956-08-19,Crieff
Sidney,Bell,1973-02-11,Motherwell
Margaret,Bell,1859-02-18,Banbridge
Jean,Kennedy,1922-02-03,Lisburn
Amos,Hetherington,1952-10-18,Nairn
Helen,Marshall,1921-05-19,Barrhead
Alexander,Doyle,1962-12-19,Lisburn
Janet,Cunningham,1953-03-11,Kirkcaldy
Susan,Duncan,1906-03-05,Ballymoney
Jean,Chandler,1869-09-20,Cupar
Norman,Walker,1978-09-22,Portadown
Michael,Farrow,1943-12-15,Dumfries
Elsie,Crawford,1896-03-03,Grantown-on-Spey
Andrew,Johnston,1842-01-14,Greenock
David,Reid,1874-12-07,Coleraine
Norman,Humphreys,1959-07-29,Bridge of Allan
John,Anderson,1843-09-13,Alloa
Doris,Wright,1935-06-12,Invergordon
Norman,Helm,1928-09-14,Newry
Olive,Currie,1990-03-07,Kirkwall
Hilda,Hyam,1926-01-14,Forfar
Albert,Renshaw,1857-01-03,Wishaw
Janet,Smith,1863-08-29,Fraserburgh
Sarah,Hay,1963-08-19,Langholm
Ian,Kerr,1893-10-30,Newry
Hilda,Taylor,1916-05-06,Carluke
Thirza,Brown,1916-01-29,Stranraer
Josephine,Gray,1866-04-18,Ballymoney
James,Currie,1980-12-23,Milngavie
Patrick,Crawford,1941-11-01,Banbridge
Dorothy,Molnar,1969-04-20,Perth
John,Wood,1884-06-03,Lisburn
Thirza,Johnston,1966-05-06,Invergordon
Winifred,Walker,1926-01-02,Dumfries
Hugh,Williamson,1975-04-13,Enniskillen
Dorothy,Simpson,1874-04-19,Stranraer
Ian,Walker,1909-09-16,Jedburgh
Arthur,Hopkins,1988-04-18,Galashiels
Olive,Douglas,1843-01-04,Lurgan
Amos,Paterson,1979-10-18,Dalkeith
Grace,Hutchinson,1936-11-25,Hamilton
Philip,Murray,1846-04-25,Hawick
Mary,Joynson,1925-11-01,Milngavie
Gladys,Helm,1926-10-20,Edinburgh
Jane,Humphreys,1970-11-05,Musselburgh
George,Mclaughlan,1958-08-09,Lisburn
Stanley,Hyam,1913-01-02,Dingwall
Colin,Millar,1986-11-12,Inverness
Joseph,Clements,1952-10-20,Dromore
Beatrice,Bentham,1900-04-17,Ballymoney
Norman,Campbell,1861-06-01,Forfar
Samuel,Burns,1921-07-26,Anstruther
Jonathan,Stevenson,1945-05-13,Kirkintilloch
Olive,Ferguson,1928-06-15,Linlithgow
Kenneth,Crawford,1976-07-28,Cupar
Joseph,Paterson,1858-12-16,Crieff
Mary,Ritchie,1927-03-16,Armagh
Daniel,Stevenson,1972-03-20,Langholm
Sidney,Morrison,1937-04-02,Oban
Elsie,Martin,1841-10-11,Grantown-on-Spey
Mabel,Jones,1939-07-18,Kelso
Ruth,Humphreys,1931-06-05,Dalkeith
Albert,Morrison,1971-06-12,Stornoway
Ethel,Hay,1890-02-26,Galashiels
Christopher,Graham,1984-11-03,Milngavie
Sarah,Fraser,1963-10-07,Kinross
Sarah,Kennedy,1886-10-11,Ardrossan
Daniel,Milne,1868-07-24,Perth
Mabel,Ritchie,1900-03-21,Linlithgow
David,Young,1970-03-22,Dingwall
Henry,Hamilton,1962-12-02,Kirkcaldy
Nellie,Beetham,1842-12-13,Rothesay
Lily,Ross,1941-03-04,Dalry
Hugh,Renshaw,1878-09-27,Glasgow
Alexander,Barth,1845-12-08,Haddington
William,Ghillyer,1959-06-11,St Andrews
Hugh,Mitchell,1908-03-22,Montrose
Alan,Bentham,1924-05-27,Stranraer
Alice,Reid,1944-03-30,Wishaw
Jane,McKay,1896-04-07,Selkirk
Andrew,Grant,1847-01-31,Langholm
Jonathan,Williamson,1883-12-09,Thurso
Leonard,Craig,1859-08-03,Barrhead
Ada,Marshall,1899-05-30,Bellshill
Harold,Joynson,1879-10-18,Stranraer
Andrew,Brown,1852-11-14,St Andrews
Olive,Young,1841-12-18,Dufftown
Elizabeth,Watson,1945-05-28,Dungannon
Gladys,Thomson,1881-09-02,Dalry
Amos,Mitchell,1952-02-24,Galashiels
Josephine,Findlay,1975-02-05,Montrose
Josephine,Paterson,1888-08-09,Haddington
Thomas,Hamilton,1883-07-31,Tillicoultry
Iris,Scott,1868-02-01,Aberdeen
Samuel,Wallis,1862-09-30,Ardrossan
Harold,Burns,1945-07-19,Inverness
Elizabeth,Johnston,1945-12-13,Armagh
Helen,Booth,1869-08-12,Kirkwall
Patrick,Dixon,1971-07-28,Buckie
Steven,Findlay,1973-11-02,Barrhead
Edward,Fraser,1917-12-29,Forfar
Anne,Johnston,1878-11-04,Campbeltown
Samuel,Ferguson,1894-07-19,Musselburgh
Betty,Bell,1953-03-06,Motherwell
Edith,Hopkins,1987-01-06,Banff
Donald,Ross,1852-01-18,Aberdeen
Christopher,Simpson,1909-11-02,Hawick
Anne,Humphreys,1882-11-01,Larne
Alice,Black,1872-04-06,Annan
Arthur,MacDonald,1968-09-03,Kirriemuir
William,Humphreys,1904-07-29,Kilsyth
Sidney,Kerr,1900-01-10,Ayr
Margaret,Walker,1906-05-26,Glasgow
Kathleen,Williams,1900-11-10,Kirkwall
Nancy,Clements,1889-09-19,Strabane
Arthur,Martin,1970-04-15,Forfar
Catherine,Crawford,1947-08-01,Stonehaven
Stanley,Ghillyer,1908-07-16,Armagh
Philip,Gray,1963-05-26,Golspie
Peter,Clark,1842-12-21,Dalry
Gladys,Milne,1858-05-04,Inverness
Peter,Hamilton,1977-09-20,Inverness
Hugh,Clark,1989-12-03,Kilmarnock
Olive,Wallis,1940-07-07,Thurso
Doris,Wallis,1882-05-16,Cupar
Hugh,Hunter,1890-04-24,Coleraine
Janet,Stevenson,1852-01-20,Galashiels
Stanley,Wallis,1919-06-13,Invergordon
Ronald,Robertson,1889-08-12,Glasgow
Charles,Stevenson,1948-12-07,Newry
Jean,Hyam,1933-10-19,Anstruther
Thomas,Bentham,1963-02-28,Huntly
Edith,Jeffery,1849-04-04,Ballymena
Ian,Dixon,1859-11-16,West Calder
Colin,Humphreys,1906-07-13,Enniskillen
Philip,Simpson,1901-05-26,West Calder
Edith,Millar,1965-01-19,Anstruther
Catherine,Kerr,1988-10-06,Banbridge
Alexander,Millar,1889-04-18,West Calder
Ian,Hyam,1954-11-29,Port Glasgow
Joseph,Henderson,1878-06-01,Forfar
Patrick,Dixon,1972-04-05,St Andrews
Daniel,Ghillyer,1932-05-31,Tillicoultry
Alexander,Bennett,1856-01-31,Lerwick
Nellie,Young,1982-11-13,Newton Stewart
Muriel,Bentham,1901-12-12,Campbeltown
Gladys,Booth,1880-12-05,Lockerbie
Gladys,Millar,1910-12-28,Glasgow
Frederick,Ross,1865-07-09,Coleraine
Peter,Graham,1915-06-11,Stornoway
Helen,Dixon,1982-07-02,Dunfermline
Harold,Venters,1958-12-27,Paisley
James,Marshall,1897-01-06,Arbroath
David,Johnston,1843-08-08,Golspie
Albert,Barth,1970-06-28,Enniskillen
Thomas,Duff,1844-05-06,Carrickfergus
Agnes,Rogerson,1898-07-08,Forfar
Stanley,Williamson,1927-12-30,Buckie
Thomas,Cash,1850-08-25,Oban
Andrew,Sinclair,1875-10-15,St Andrews
Stanley,Graham,1846-02-08,Annan
Beatrice,Ritchie,1923-02-22,Musselburgh
Hilda,Robertson,1922-08-01,Portsoy
Margaret,Beetham,1979-09-10,Airdrie
Leonard,Allan,1990-08-07,Lurgan
Elizabeth,Watson,1968-04-08,Kirriemuir
Ian,Munro,1928-04-12,Ballymoney
George,Craig,1927-09-23,Enniskillen
William,Grant,1909-09-03,Dromore
Sean,Bruce,1948-02-17,Wishaw
Andrew,Milne,1927-12-15,Hawick
Samuel,Craig,1965-01-21,Irvine
Andrew,Johnston,1922-08-11,Castle Douglas
Jonathan,Latham,1849-08-16,Campbeltown
Philip,Dixon,1947-03-16,Ayr
George,Clark,1918-08-26,Ballymena
Frederick,McKay,1939-10-07,Lockerbie
Kathleen,Wilson,1861-07-31,Stonehaven
Michael,Ross,1955-12-04,Stonehaven
Mabel,Wallace,1860-10-25,Lerwick
Charles,Martin,1889-07-02,Dalkeith
Gladys,Duff,1950-11-27,Hawick
Sidney,Venters,1889-05-24,Perth
Josephine,Molnar,1914-02-16,Stonehaven
Frederick,Hopkins,1949-11-21,Invergordon
Ada,Kerr,1963-07-30,Leven
Ruth,Martin,1926-05-05,Wishaw
Sarah,Doyle,1926-10-28,Dumfries
Leonard,Clements,1911-08-15,Thurso
Nellie,Kerr,1985-02-24,Carrickfergus
Alexander,Renshaw,1943-09-11,Newtownards
Helen,Gray,1889-12-27,Banff
Robert,Crawford,1989-10-25,Lockerbie
Hilda,Smith,1914-12-18,Arbroath
Andrew,Mclaughlan,1970-11-09,St Andrews
Agnes,Ross,1889-10-06,Newton Stewart
Alan,Watson,1973-12-28,Irvine
Gladys,Molnar,1856-12-08,Jedburgh
Frederick,MacDonald,1855-05-21,Alloa
Norman,Thomson,1885-09-28,Greenock
Muriel,MacDonald,1887-12-31,Londonderry
Christopher,Williams,1909-08-02,Edinburgh
Steven,Crawford,1904-10-02,Cupar
Henry,Findlay,1963-12-11,Greenock
Florence,Wilson,1937-02-13,Falkirk
Sidney,Clark,1932-09-09,Portadown
Harold,Venters,1947-09-20,Kilmarnock
Edith,Morrison,1894-12-12,Greenock
Sean,Ritchie,1981-06-09,Newtownards
Michael,Hamilton,1868-03-26,Helensburgh
Michael,Farrow,1909-11-29,Golspie
Alice,Venters,1845-10-23,Peterhead
Betty,Jeffery,1890-09-06,Dunfermline
Alan,Jones,1902-11-06,Kilsyth
Christopher,Wilson,1886-10-16,Musselburgh
Elizabeth,Penney,1920-06-03,Lurgan
Lily,Dixon,1921-03-14,Bridge of Allan
Ronald,Wallis,1968-09-20,Kirkintilloch
Alan,Rogerson,1931-06-16,St Andrews
Olive,Robertson,1872-02-22,Castle Douglas
Arthur,Wallis,1930-12-21,Clydebank
Ruth,Dixon,1878-11-22,Londonderry
John,Simpson,1976-08-11,Dufftown
Edith,Henderson,1974-02-23,Airdrie
Josephine,Fraser,1940-02-22,Milngavie
Violet,Hutchinson,1925-08-22,Kirkwall
James,Penney,1871-02-19,Keith
Violet,Mitchell,1979-07-21,Campbeltown
Andrew,Thomson,1903-03-20,Motherwell
Gladys,Farrow,1923-02-27,Dumbarton
Anne,Renshaw,1928-08-26,Ballymena
Samuel,Graham,1843-05-26,Kinross
Ruth,Allan,1906-12-06,Langholm
Ian,Hetherington,1968-03-07,Fraserburgh
Elizabeth,Kennedy,1886-01-22,Omagh
Mary,Hunter,1891-03-12,Kirriemuir
Olive,Joynson,1925-05-11,Kirkintilloch
Kathleen,Ritchie,1914-04-19,Armagh
Nellie,Simpson,1876-07-21,Dundee
Ian,Beetham,1988-09-13,West Calder
Sidney,Findlay,1957-06-28,Langholm
Daniel,Taylor,1971-06-28,Kilmarnock
Hugh,Gordon,1944-02-05,Larne
Kathleen,Gray,1961-05-04,Perth
David,Humphreys,1974-10-11,Cupar
Norman,Johnston,1863-04-11,Peterhead
Daniel,Clements,1944-03-09,Clydebank
Catherine,Bentham,1888-07-30,Lerwick
Florence,Hyam,1875-07-30,Dingwall
Elsie,Brown,1860-03-25,Milngavie
Ada,Dixon,1946-04-06,Jedburgh
William,Humphreys,1862-01-19,Milngavie
Alexander,Chandler,1914-05-15,Cookstown
Joseph,Wood,1932-09-01,Paisley
Elizabeth,Ritchie,1973-01-04,Helensburgh
Joseph,Simpson,1936-12-27,Invergordon
Elizabeth,Wallace,1910-05-13,Cookstown
Alexander,Latham,1882-02-09,Larne
Donald,Wood,1931-11-24,Dungannon
Alice,Bell,1939-07-24,Lurgan
Stanley,McKay,1858-03-14,Campbeltown
Sean,Bentham,1919-11-16,Dungannon
Nellie,Marshall,1901-07-29,Inverness
Michael,Bruce,1881-07-30,Kilsyth
Ada,Ghillyer,1974-04-16,Linlithgow
Jane,Rogerson,1852-03-11,Arbroath
Jose,Venters,1936-01-29,Banbridge
Susan,Doyle,1917-10-07,Linlithgow
Kathleen,Marshall,1917-09-05,Stonehaven
Jonathan,Wood,1948-03-27,Tillicoultry
Jose,Bentham,1927-02-24,St Andrews
Iris,Duncan,1898-02-17,Cookstown
Albert,Barth,1932-04-14,Clydebank
Jonathan,Simpson,1937-03-31,Selkirk
Norman,Hutchinson,1931-11-27,Huntly
Thirza,Wallis,1874-12-04,Dungannon
Richard,Mitchell,1876-05-25,Aberdeen
Colin,Taylor,1842-12-10,Irvine
Hugh,Barth,1896-02-02,Dromore
Alan,Henderson,1868-02-24,Hamilton
Thirza,Hopkins,1965-07-28,Glasgow
Anne,Smith,1870-04-01,Wishaw
Samuel,Ferguson,1842-06-06,Kirkintilloch
Jean,Grant,1904-05-05,Thurso
Philip,Crawford,1973-12-29,Bellshill
Amos,Hay,1958-12-26,Dalry
Ian,Milne,1877-05-13,Musselburgh
Ruth,Barth,1950-09-10,Inverness
Susan,Booth,1916-12-12,Lurgan
William,Bentham,1957-09-19,Stirling
John,Paterson,1910-03-04,Castle Douglas
Margaret,Jones,1865-03-30,Arbroath
Peter,Murray,1896-12-07,Wick
Sean,MacDonald,1952-04-28,Rothesay
Olive,Grant,1848-10-21,Helensburgh
Lily,Cash,1870-10-16,Kilmarnock
Violet,Munro,1884-05-30,Larne
Anne,Ross,1890-10-27,Stranraer
Richard,Venters,1936-01-19,Hawick
Lily,Watt,1882-12-18,Ayr
Albert,Gordon,1953-05-21,Larne
Jonathan,Johnston,1982-08-06,Inverness
Josephine,Williamson,1925-11-25,Dufftown
Sidney,Bennett,1921-03-26,Falkirk
Violet,Rogerson,1866-07-28,Kilsyth
Amos,Sinclair,1861-05-25,Buckie
Anne,Craig,1978-07-01,Enniskillen
Elizabeth,MacDonald,1899-02-26,Blairgowrie
Jose,Grant,1898-01-02,Bridge of Allan
Daniel,Bell,1936-06-13,Kilmarnock
Muriel,McKay,1842-09-06,Belfast
Nancy,Smith,1899-07-10,Port Glasgow
Jonathan,Reid,1850-09-18,Forfar
Alice,Styles,1861-10-23,Portadown
John,Bennett,1943-02-01,Alloa
Betty,Wright,1859-12-13,Forres
Violet,Brown,1944-10-07,Kilsyth
Violet,Mclaughlan,1901-04-17,Larne
Florence,Wright,1965-09-19,Airdrie
Michael,Young,1902-07-04,Downpatrick
Arthur,Paterson,1895-03-04,Barrhead
Peter,Thomson,1862-10-18,Motherwell
Iris,Hyam,1906-03-12,Kirkwall
Anne,Jeffery,1860-04-08,Banbridge
Alice,Smith,1966-06-14,Dufftown
Ronald,Duncan,1889-04-28,Wick
Ethel,Hunter,1919-04-27,West Calder
Edith,Joynson,1866-01-21,Paisley
Jonathan,Jones,1846-06-28,Kinross
Alice,Young,1842-01-04,Musselburgh
Catherine,Campbell,1872-03-07,Greenock
Iris,Humphreys,1850-12-25,Alloa
Nancy,Morrison,1945-10-09,Nairn
Alice,Craig,1916-07-20,Tillicoultry
Arthur,Craig,1923-08-05,Kirkwall
Betty,Reid,1858-08-25,Elgin
James,Venters,1965-06-19,Carrickfergus
Margaret,Allan,1935-05-29,Londonderry
Alan,Murray,1887-05-03,Fraserburgh
Hilda,Watson,1919-04-16,West Calder
Margaret,Morrison,1850-05-25,Carrickfergus
Charles,Findlay,1986-11-06,Lockerbie
Philip,Craig,1948-06-15,Oban
Ruth,Wallis,1857-03-22,Bridge of Allan
Muriel,Barth,1934-03-18,Ardrossan
Jane,Beetham,1963-04-13,Kirriemuir
Agnes,Ghillyer,1989-04-08,Grantown-on-Spey
Albert,Ghillyer,1847-06-01,Belfast
Iris,Johnston,1965-02-19,Campbeltown
Ronald,Farrow,1965-08-25,Montrose
Christopher,Hetherington,1877-10-31,Milngavie
Robert,Millar,1874-04-23,Glasgow
Richard,Bell,1885-09-20,Milngavie
Margaret,Scott,1939-07-04,Cupar
Edward,Bentham,1859-07-06,Thurso
Kathleen,Bennett,1978-02-18,Glasgow
Elsie,Hyam,1883-05-30,Wishaw
Jane,Barth,1943-09-09,Tillicoultry
Ronald,Clements,1896-11-16,Dufftown
Albert,Chandler,1846-04-02,Stirling
Catherine,Watson,1909-08-23,Coleraine
Nellie,Walker,1937-05-22,Kilsyth
James,Watson,1842-11-30,Carluke
Alice,Wallis,1966-10-07,Langholm
Ian,Doyle,1946-06-23,Dunfermline
